Date 	series 	OPEN 	HIGH 	LOW 	PREV. CLOSE 	ltp 	close 	vwap 	52W H 	52W L 	VOLUME 	VALUE 	No of trades 
18-Nov-24	EQ	"2,826.80"	"2,858.65"	"2,793.30"	"2,826.80"	"2,820.00"	"2,818.70"	"2,825.41"	"3,743.90"	"2,142.00"	"4,89,692"	"1,38,35,79,147.35"	"42,870"
14-Nov-24	EQ	"2,824.00"	"2,844.80"	"2,801.00"	"2,816.70"	"2,820.00"	"2,826.80"	"2,823.39"	"3,743.90"	"2,142.00"	"6,46,797"	"1,82,61,62,603.30"	"66,067"
13-Nov-24	EQ	"2,860.00"	"2,889.00"	"2,808.00"	"2,870.00"	"2,817.00"	"2,816.70"	"2,840.32"	"3,743.90"	"2,142.00"	"8,90,146"	"2,52,83,02,994.40"	"67,503"
12-Nov-24	EQ	"2,910.00"	"2,930.45"	"2,855.00"	"2,903.65"	"2,860.00"	"2,870.00"	"2,895.50"	"3,743.90"	"2,142.00"	"5,97,231"	"1,72,92,82,684.85"	"53,386"
11-Nov-24	EQ	"2,928.00"	"2,946.80"	"2,888.00"	"2,929.10"	"2,903.00"	"2,903.65"	"2,915.81"	"3,743.90"	"2,142.00"	"5,84,144"	"1,70,32,52,458.10"	"44,808"
08-Nov-24	EQ	"2,965.10"	"2,995.00"	"2,911.25"	"2,970.10"	"2,920.00"	"2,929.10"	"2,947.35"	"3,743.90"	"2,142.00"	"8,35,641"	"2,46,29,24,364.35"	"49,840"
07-Nov-24	EQ	"3,045.00"	"3,045.00"	"2,943.05"	"3,046.25"	"2,962.65"	"2,970.10"	"2,968.25"	"3,743.90"	"2,142.00"	"12,85,585"	"3,81,59,33,591.20"	"84,570"
06-Nov-24	EQ	"2,918.00"	"3,070.00"	"2,918.00"	"2,915.55"	"3,046.25"	"3,046.25"	"3,010.70"	"3,743.90"	"2,142.00"	"16,76,755"	"5,04,82,06,527.55"	"99,615"
05-Nov-24	EQ	"2,897.40"	"2,924.00"	"2,870.00"	"2,897.40"	"2,917.55"	"2,915.55"	"2,898.85"	"3,743.90"	"2,142.00"	"7,52,303"	"2,18,08,14,160.90"	"59,721"
04-Nov-24	EQ	"2,935.00"	"2,943.00"	"2,857.75"	"2,949.50"	"2,890.00"	"2,897.40"	"2,895.82"	"3,743.90"	"2,142.00"	"10,59,384"	"3,06,77,82,789.65"	"87,457"
01-Nov-24	EQ	"2,960.00"	"2,975.60"	"2,928.40"	"2,947.25"	"2,941.05"	"2,949.50"	"2,957.08"	"3,743.90"	"2,142.00"	"3,04,673"	"90,09,41,095.70"	"13,462"
31-Oct-24	EQ	"2,967.90"	"2,976.50"	"2,933.85"	"2,969.30"	"2,948.95"	"2,947.25"	"2,950.81"	"3,743.90"	"2,142.00"	"11,56,390"	"3,41,22,92,323.30"	"82,267"
30-Oct-24	EQ	"2,864.00"	"2,997.15"	"2,815.05"	"2,848.60"	"2,955.00"	"2,969.30"	"2,944.04"	"3,743.90"	"2,142.00"	"28,84,272"	"8,49,14,07,655.95"	"1,45,520"
29-Oct-24	EQ	"2,803.00"	"2,863.05"	"2,732.85"	"2,798.65"	"2,842.00"	"2,848.60"	"2,808.68"	"3,743.90"	"2,142.00"	"15,29,844"	"4,29,68,44,785.40"	"1,00,647"
28-Oct-24	EQ	"2,701.10"	"2,822.40"	"2,672.10"	"2,693.45"	"2,803.00"	"2,798.65"	"2,777.60"	"3,743.90"	"2,142.00"	"13,85,033"	"3,84,70,73,277.65"	"89,897"
25-Oct-24	EQ	"2,845.00"	"2,847.00"	"2,654.70"	"2,830.20"	"2,691.50"	"2,693.45"	"2,716.52"	"3,743.90"	"2,142.00"	"19,54,174"	"5,30,85,47,546.20"	"1,25,219"
24-Oct-24	EQ	"2,841.05"	"2,875.15"	"2,807.90"	"2,835.55"	"2,828.15"	"2,830.20"	"2,837.19"	"3,743.90"	"2,142.00"	"9,42,066"	"2,67,28,24,868.15"	"63,401"
23-Oct-24	EQ	"2,840.85"	"2,879.00"	"2,820.10"	"2,823.80"	"2,829.90"	"2,835.55"	"2,850.63"	"3,743.90"	"2,142.00"	"12,70,530"	"3,62,18,06,256.25"	"74,396"
22-Oct-24	EQ	"2,938.00"	"2,955.00"	"2,818.00"	"2,937.65"	"2,840.90"	"2,823.80"	"2,860.67"	"3,743.90"	"2,142.00"	"12,09,732"	"3,46,06,43,283.00"	"99,927"
21-Oct-24	EQ	"3,005.15"	"3,014.95"	"2,916.95"	"3,002.00"	"2,932.00"	"2,937.65"	"2,949.20"	"3,743.90"	"2,142.00"	"10,51,690"	"3,10,16,43,813.50"	"69,473"
18-Oct-24	EQ	"2,990.00"	"3,031.70"	"2,968.10"	"3,013.75"	"2,999.95"	"3,002.00"	"3,001.38"	"3,743.90"	"2,142.00"	"7,96,339"	"2,39,01,16,580.35"	"47,617"
17-Oct-24	EQ	"3,089.95"	"3,100.00"	"2,993.00"	"3,085.90"	"3,005.00"	"3,013.75"	"3,032.31"	"3,743.90"	"2,142.00"	"26,55,289"	"8,05,16,50,401.60"	"68,030"
16-Oct-24	EQ	"3,098.00"	"3,115.40"	"3,061.00"	"3,104.70"	"3,078.00"	"3,085.90"	"3,089.06"	"3,743.90"	"2,142.00"	"5,43,476"	"1,67,88,28,085.90"	"44,391"
15-Oct-24	EQ	"3,124.00"	"3,128.00"	"3,091.50"	"3,101.10"	"3,103.25"	"3,104.70"	"3,107.21"	"3,743.90"	"2,142.00"	"3,71,613"	"1,15,46,79,471.05"	"35,471"
14-Oct-24	EQ	"3,145.00"	"3,150.10"	"3,092.85"	"3,137.20"	"3,098.85"	"3,101.10"	"3,120.61"	"3,743.90"	"2,142.00"	"4,37,728"	"1,36,59,78,649.80"	"34,403"
11-Oct-24	EQ	"3,174.20"	"3,190.00"	"3,116.00"	"3,174.20"	"3,129.95"	"3,137.20"	"3,149.22"	"3,743.90"	"2,142.00"	"10,35,260"	"3,26,02,61,307.65"	"72,560"
10-Oct-24	EQ	"3,140.00"	"3,211.00"	"3,056.10"	"3,153.75"	"3,194.80"	"3,174.20"	"3,120.45"	"3,743.90"	"2,142.00"	"29,05,725"	"9,06,71,60,403.25"	"1,51,256"
09-Oct-24	EQ	"3,175.00"	"3,179.95"	"3,134.40"	"3,160.70"	"3,152.40"	"3,153.75"	"3,155.44"	"3,743.90"	"2,142.00"	"8,97,335"	"2,83,14,87,771.15"	"60,904"
08-Oct-24	EQ	"3,018.50"	"3,170.00"	"2,994.85"	"3,018.00"	"3,166.95"	"3,160.70"	"3,110.96"	"3,743.90"	"2,142.00"	"17,76,511"	"5,52,66,53,927.85"	"98,514"
07-Oct-24	EQ	"3,110.65"	"3,128.50"	"2,980.45"	"3,110.65"	"3,011.00"	"3,018.00"	"3,029.34"	"3,743.90"	"2,142.00"	"17,43,454"	"5,28,15,20,091.15"	"99,490"
04-Oct-24	EQ	"3,119.90"	"3,149.50"	"3,070.00"	"3,116.00"	"3,110.00"	"3,110.65"	"3,110.13"	"3,743.90"	"2,142.00"	"9,87,583"	"3,07,15,15,058.50"	"58,703"
03-Oct-24	EQ	"3,150.00"	"3,196.35"	"3,084.10"	"3,186.10"	"3,116.70"	"3,116.00"	"3,130.54"	"3,743.90"	"2,142.00"	"13,09,703"	"4,10,00,82,235.90"	"83,884"
01-Oct-24	EQ	"3,136.30"	"3,192.00"	"3,107.00"	"3,135.85"	"3,183.00"	"3,186.10"	"3,156.94"	"3,743.90"	"2,142.00"	"13,67,116"	"4,31,59,05,628.80"	"66,641"
30-Sep-24	EQ	"3,129.00"	"3,209.90"	"3,120.40"	"3,130.30"	"3,131.00"	"3,135.85"	"3,158.97"	"3,743.90"	"2,142.00"	"16,07,429"	"5,07,78,13,498.35"	"92,240"
27-Sep-24	EQ	"3,122.00"	"3,179.00"	"3,116.00"	"3,122.65"	"3,137.65"	"3,130.30"	"3,134.82"	"3,743.90"	"2,142.00"	"22,97,441"	"7,20,20,70,990.95"	"83,714"
26-Sep-24	EQ	"3,085.00"	"3,148.00"	"3,085.00"	"3,105.10"	"3,115.00"	"3,122.65"	"3,117.31"	"3,743.90"	"2,142.00"	"15,48,019"	"4,82,56,55,929.40"	"83,624"
25-Sep-24	EQ	"3,108.00"	"3,123.90"	"3,080.20"	"3,093.90"	"3,101.05"	"3,105.10"	"3,100.01"	"3,743.90"	"2,142.00"	"9,13,008"	"2,83,03,30,764.10"	"57,019"
24-Sep-24	EQ	"3,055.00"	"3,101.00"	"3,040.25"	"3,043.95"	"3,100.45"	"3,093.90"	"3,072.82"	"3,743.90"	"2,142.00"	"10,21,918"	"3,14,01,74,328.15"	"53,383"
23-Sep-24	EQ	"3,020.00"	"3,070.00"	"3,015.25"	"3,008.50"	"3,035.00"	"3,043.95"	"3,046.70"	"3,743.90"	"2,142.00"	"8,97,314"	"2,73,38,47,597.00"	"66,944"
20-Sep-24	EQ	"2,948.15"	"3,025.00"	"2,942.05"	"2,943.15"	"3,005.80"	"3,008.50"	"3,000.83"	"3,743.90"	"2,142.00"	"17,87,210"	"5,36,31,10,702.50"	"76,536"
19-Sep-24	EQ	"2,975.05"	"2,975.25"	"2,890.35"	"2,956.30"	"2,941.00"	"2,943.15"	"2,930.13"	"3,743.90"	"2,142.00"	"16,55,401"	"4,85,05,32,175.85"	"79,202"
18-Sep-24	EQ	"2,976.00"	"2,984.75"	"2,935.00"	"2,975.20"	"2,957.00"	"2,956.30"	"2,959.83"	"3,743.90"	"2,142.00"	"8,31,891"	"2,46,22,53,271.00"	"37,955"
17-Sep-24	EQ	"2,990.05"	"2,995.90"	"2,952.50"	"2,984.90"	"2,975.00"	"2,975.20"	"2,971.05"	"3,743.90"	"2,142.00"	"6,98,700"	"2,07,58,70,221.65"	"44,150"
16-Sep-24	EQ	"2,972.00"	"3,026.40"	"2,972.00"	"2,968.35"	"2,982.00"	"2,984.90"	"3,000.63"	"3,743.90"	"2,142.00"	"6,95,162"	"2,08,59,23,615.00"	"44,149"
13-Sep-24	EQ	"2,972.00"	"3,001.95"	"2,956.05"	"2,991.00"	"2,965.35"	"2,968.35"	"2,974.23"	"3,743.90"	"2,142.00"	"8,15,948"	"2,42,68,19,628.05"	"46,440"
12-Sep-24	EQ	"2,950.00"	"3,000.00"	"2,917.15"	"2,937.85"	"2,980.90"	"2,991.00"	"2,962.52"	"3,743.90"	"2,142.00"	"13,14,173"	"3,89,32,61,252.90"	"89,512"
11-Sep-24	EQ	"2,985.00"	"2,992.95"	"2,928.00"	"2,986.40"	"2,940.00"	"2,937.85"	"2,958.05"	"3,743.90"	"2,142.00"	"8,88,628"	"2,62,86,02,980.45"	"54,027"
10-Sep-24	EQ	"2,971.60"	"3,007.40"	"2,947.60"	"2,964.15"	"2,986.00"	"2,986.40"	"2,975.72"	"3,743.90"	"2,142.00"	"8,03,782"	"2,39,18,33,600.30"	"55,050"
09-Sep-24	EQ	"2,972.10"	"2,972.50"	"2,927.30"	"2,975.45"	"2,968.00"	"2,964.15"	"2,953.73"	"3,743.90"	"2,142.00"	"15,23,581"	"4,50,02,53,379.55"	"75,178"
06-Sep-24	EQ	"3,019.00"	"3,025.00"	"2,968.00"	"3,015.35"	"2,972.10"	"2,975.45"	"2,990.04"	"3,743.90"	"2,142.00"	"12,51,165"	"3,74,10,32,752.50"	"75,683"
05-Sep-24	EQ	"3,025.00"	"3,037.90"	"3,002.00"	"3,012.35"	"3,012.00"	"3,015.35"	"3,015.88"	"3,743.90"	"2,142.00"	"7,34,273"	"2,21,44,82,305.45"	"45,054"
04-Sep-24	EQ	"3,010.00"	"3,025.00"	"2,955.20"	"3,036.10"	"3,013.50"	"3,012.35"	"3,005.91"	"3,743.90"	"2,142.00"	"12,12,270"	"3,64,39,70,198.90"	"51,072"
03-Sep-24	EQ	"3,037.00"	"3,053.05"	"3,023.80"	"3,042.15"	"3,035.95"	"3,036.10"	"3,036.89"	"3,743.90"	"2,142.00"	"13,71,577"	"4,16,53,31,937.70"	"43,530"
02-Sep-24	EQ	"3,021.10"	"3,059.15"	"2,997.60"	"3,019.35"	"3,039.00"	"3,042.15"	"3,025.26"	"3,743.90"	"2,142.00"	"18,42,658"	"5,57,45,22,547.20"	"73,749"
30-Aug-24	EQ	"3,030.00"	"3,038.55"	"3,003.30"	"3,020.15"	"3,033.00"	"3,019.35"	"3,019.69"	"3,743.90"	"2,142.00"	"35,09,174"	"10,59,66,22,023.00"	"77,468"
29-Aug-24	EQ	"3,030.00"	"3,041.95"	"2,981.30"	"3,028.00"	"3,022.00"	"3,020.15"	"3,007.33"	"3,743.90"	"2,142.00"	"18,53,966"	"5,57,54,88,281.30"	"1,00,949"
28-Aug-24	EQ	"3,078.00"	"3,078.00"	"3,022.10"	"3,067.10"	"3,028.00"	"3,028.00"	"3,041.32"	"3,743.90"	"2,142.00"	"15,69,652"	"4,77,38,06,258.80"	"62,349"
27-Aug-24	EQ	"3,072.20"	"3,095.75"	"3,064.00"	"3,069.00"	"3,067.00"	"3,067.10"	"3,078.59"	"3,743.90"	"2,142.00"	"13,10,440"	"4,03,43,10,722.25"	"43,632"
26-Aug-24	EQ	"3,088.00"	"3,090.00"	"3,055.00"	"3,076.35"	"3,069.80"	"3,069.00"	"3,069.89"	"3,743.90"	"2,142.00"	"16,32,446"	"5,01,14,31,416.40"	"73,150"
23-Aug-24	EQ	"3,101.00"	"3,123.00"	"3,067.60"	"3,099.05"	"3,079.45"	"3,076.35"	"3,088.57"	"3,743.90"	"2,142.00"	"13,75,224"	"4,24,74,69,323.35"	"61,780"
22-Aug-24	EQ	"3,130.75"	"3,150.00"	"3,091.00"	"3,115.70"	"3,099.55"	"3,099.05"	"3,122.80"	"3,743.90"	"2,142.00"	"13,78,912"	"4,30,60,61,295.45"	"53,089"
21-Aug-24	EQ	"3,070.65"	"3,153.30"	"3,068.40"	"3,070.65"	"3,117.00"	"3,115.70"	"3,110.53"	"3,743.90"	"2,142.00"	"13,79,240"	"4,29,01,66,315.45"	"56,394"
20-Aug-24	EQ	"3,118.95"	"3,126.00"	"3,058.85"	"3,102.55"	"3,071.00"	"3,070.65"	"3,084.66"	"3,743.90"	"2,142.00"	"6,62,263"	"2,04,28,56,651.95"	"42,615"
19-Aug-24	EQ	"3,122.05"	"3,134.30"	"3,092.95"	"3,108.80"	"3,107.00"	"3,102.55"	"3,113.97"	"3,743.90"	"2,142.00"	"5,57,265"	"1,73,53,04,543.20"	"35,313"
16-Aug-24	EQ	"3,070.00"	"3,121.60"	"3,039.35"	"3,040.10"	"3,109.00"	"3,108.80"	"3,079.35"	"3,743.90"	"2,142.00"	"9,70,067"	"2,98,71,71,671.05"	"54,922"
14-Aug-24	EQ	"3,085.70"	"3,085.70"	"3,027.75"	"3,092.20"	"3,036.25"	"3,040.10"	"3,051.52"	"3,743.90"	"2,142.00"	"12,32,383"	"3,76,06,40,089.45"	"70,048"
13-Aug-24	EQ	"3,170.05"	"3,178.10"	"3,081.75"	"3,151.75"	"3,085.70"	"3,092.20"	"3,120.80"	"3,743.90"	"2,142.00"	"21,92,588"	"6,84,26,34,919.75"	"89,159"
12-Aug-24	EQ	"3,100.00"	"3,169.85"	"3,014.00"	"3,187.55"	"3,140.90"	"3,151.75"	"3,101.13"	"3,743.90"	"2,142.00"	"1,03,07,245"	"31,96,41,38,144.90"	"3,68,244"
09-Aug-24	EQ	"3,209.00"	"3,219.30"	"3,171.05"	"3,167.55"	"3,186.50"	"3,187.55"	"3,193.28"	"3,743.90"	"2,142.00"	"7,60,165"	"2,42,74,22,875.50"	"43,358"
08-Aug-24	EQ	"3,190.55"	"3,242.65"	"3,156.55"	"3,185.95"	"3,172.55"	"3,167.55"	"3,194.74"	"3,743.90"	"2,142.00"	"21,39,376"	"6,83,47,51,356.50"	"1,07,274"
07-Aug-24	EQ	"3,118.00"	"3,190.00"	"3,112.00"	"3,072.70"	"3,186.45"	"3,185.95"	"3,163.01"	"3,743.90"	"2,142.00"	"18,68,169"	"5,90,90,30,045.95"	"74,727"
06-Aug-24	EQ	"3,084.00"	"3,142.80"	"3,057.25"	"3,038.20"	"3,078.25"	"3,072.70"	"3,108.00"	"3,743.90"	"2,142.00"	"21,25,201"	"6,60,51,15,019.85"	"1,24,189"
05-Aug-24	EQ	"3,085.00"	"3,133.05"	"2,996.30"	"3,160.90"	"3,024.00"	"3,038.20"	"3,062.45"	"3,743.90"	"2,142.00"	"22,38,921"	"6,85,65,87,918.85"	"1,39,819"
02-Aug-24	EQ	"3,200.00"	"3,215.00"	"3,111.00"	"3,217.25"	"3,161.40"	"3,160.90"	"3,174.06"	"3,743.90"	"2,142.00"	"33,60,209"	"10,66,55,13,275.40"	"1,49,926"
01-Aug-24	EQ	"3,180.00"	"3,258.00"	"3,151.70"	"3,169.40"	"3,225.10"	"3,217.25"	"3,212.46"	"3,743.90"	"2,142.00"	"61,49,883"	"19,75,62,22,591.20"	"2,34,840"
31-Jul-24	EQ	"3,141.00"	"3,197.50"	"3,135.00"	"3,128.75"	"3,168.00"	"3,169.40"	"3,171.25"	"3,743.90"	"2,142.00"	"24,14,005"	"7,65,54,20,169.35"	"1,13,298"
30-Jul-24	EQ	"3,092.00"	"3,155.00"	"3,066.65"	"3,089.35"	"3,133.00"	"3,128.75"	"3,120.89"	"3,743.90"	"2,142.00"	"16,47,048"	"5,14,02,61,264.10"	"98,232"
29-Jul-24	EQ	"3,094.30"	"3,120.35"	"3,074.00"	"3,080.50"	"3,088.40"	"3,089.35"	"3,097.85"	"3,743.90"	"2,142.00"	"10,37,474"	"3,21,39,35,332.10"	"68,832"
